items,item_order_cnt,often_purchased,rare_purchased,support,1_freq_confidence,2_freq_confidence,3_freq_confidence
Khloe SP Seamless Andes,6840,"['Timeless Midrise Brief', 'Jade HW Skinny Denim TRS', 'Charlotte SP Andes']","['Dalila sweater', 'ORLANDO 2-layer loose tee (1)', 'Adelia cropped top']",0.0012724359856802585,0.027192982456140352,0.02368421052631579,0.022953216374269007
Enter(1),6831,"['Primo slacks', 'Luna skinny RW', 'Pluto RW slacks (1)']","['Fleece leggings 1 p', 'Bonita WH tapered', 'DIANA BRALETT S.0']",0.0012707617278043632,0.09735031474161909,0.06324110671936758,0.043039086517347384
Yen,6823,"['Tilly (1)', 'Nora T-shirt', 'Mercery']","['Morris', 'Moss biker jacket', 'Ginger Ch hipster ctn 3p']",0.0012692734985813455,0.05671991792466657,0.04924520005862524,0.04895207386780009
Mandy,6806,"['Lucy blouse', 'Tina Blouse', 'Gyda- (1)']","['V-neck strap top 2-pack', 'Hilly Brief 2pk LT', 'Inga hipster shopbasket 7p']",0.0012661110114824325,0.06229797237731413,0.05201292976785189,0.049515133705553924
Straight HW ankle Femme,6793,"['Jade HW Skinny Denim TRS', 'Mom Fit Ultra HW', 'Perrie Slim Mom Denim TRS']","['Katie Skirt', 'Venice SP bralette', 'FF Carnation check']",0.0012636926389950286,0.036802590902399526,0.03474164581186515,0.028706020903871633
Coco,6780,"['Tilly', 'Despacito', 'Tiblisi paperwaist tapered']","['Superwoman Superpush', 'Julia Denim Petite Trs 1', 'Biker shorts']",0.0012612742665076245,0.03274336283185841,0.03023598820058997,0.03008849557522124
Izzy tee,6763,"['HAVANA HW tights', 'Speedy Tee', 'Speedy tee (C)']","['Racing shorts', 'Jenny Sock 5-pack', 'JUST PINK DRESS(1)']",0.0012581117794087117,0.17122578737246785,0.05796244270294248,0.05012568386810587
JESSY JERSEY SKIRT,6758,"['JESSY SKIRT S.0', 'Jade HW Skinny Denim TRS', 'CHARLIE SKIRT']","['Notre Dame(1)', '10pk basic R socks', 'Alpha top']",0.0012571816361443256,0.03669724770642202,0.0328499556081681,0.028262799644865343
GLASSIG ESPADRILLE,6749,"['Luna skinny RW', 'Jade HW Skinny Denim TRS', 'LOLA SANDAL']","['Henry polo. (1)', 'Khloe Kim set', 'Strawberry Push Melbourne']",0.0012555073782684304,0.023262705586012743,0.020299303600533412,0.01911394280634168
Vivi boatneck,6734,"['Harrison', 'Harrison short sleeve top CN', 'Son V-neck']","['Beach straight dressed trs', 'J Persilja', 'Simple as that Padded Swimsuit']",0.001252716948475272,0.05301455301455302,0.04336204336204336,0.04261954261954262
Pattern 7p Socks,6733,"['7p Basic Shaftless', '3p Sneaker Socks', 'Luna skinny RW']","['Jackie cable vest', 'Villi Body', 'Inez Dress']",0.0012525309198223946,0.041140650527253825,0.02955591860983217,0.02599138571216397
Enter HW leggings,6717,"['Luna skinny RW', 'Primo slacks', 'Enter']","['Ellen 3p tanga thong LR', 'Xtina Cheeky Brief', 'Charlotte Push Melbourne LP']",0.001249554461376359,0.13785916331695697,0.12103617686467173,0.07354473723388417
Liza Thong Low (Malva) 3pk,6713,"['7p Basic Shaftless', 'Ellen Thong (Malva) L 3pk', 'OP Brazilian 2p Low (Acacia)']","['Speedy conscious tee', 'Hilly Brief 2pk LT', 'Darby blouse']",0.00124881034676485,0.035453597497393116,0.03232533889468196,0.03023983315954119
Dakar HW tapered,6708,"['Waleo HW wide full', 'Luna skinny RW', 'Twenty HW tapered']","['Ohlsson', '200 den 1p Tights', 'Jade Denim TRS']",0.001247880203500464,0.043231961836613,0.036076326774001195,0.032796660703637445
Ashley Denim TRS,6697,"['Madison skinny HW (1)', 'Jade Denim TRS', 'Luna skinny RW']","['Marseille padded Swimsuit', 'Cara top', 'Gabriella']",0.0012458338883188144,0.14230252351799313,0.10094071972525011,0.06017619829774526
Speedy Tee,6691,"['Speedy tee (C)', 'HAVANA HW tights', 'Apollo seamless HW tights']","['Minja 2.0', 'Cavalier lace top', 'Lee (1)']",0.001244717716401551,0.12897922582573607,0.11582723060827978,0.07024361082050516
Mini Flare HW Bronx,6683,"['Madison skinny HW (1)', 'Luna skinny RW', 'Perrie Slim Mom Denim TRS']","['V-neck strap top seamless', 'Milkshake Cheeky brief', 'JUST PINK DRESS(1)']",0.0012432294871785332,0.026934011671405057,0.026784378273230585,0.0212479425407751
Devon basic sweater,6677,"['Bama', 'Matey', 'Ridge']","['Pam', 'Strap Top 2 pack', 'Lola Brazilian (Acacia) 3pk']",0.0012421133152612698,0.048674554440617045,0.042084768608656585,0.039688482851580054
AUDREY tanktop knot detail,6650,"['HAVANA HW tights', 'DEXTER LOOSE TANK TOP', 'IZZY TEE']","['Baby Love Cheeky Brief', 'Maria throw-on', 'Buzz padded soft bra back det']",0.0012370905416335845,0.13278195488721806,0.08706766917293234,0.04721804511278196
Gemma Woven TRS,6649,"['Bow HW paperwaist', 'Luna skinny RW', 'Jade HW Skinny Denim TRS']","['Greta Bikini (Camelia) 3p', 'Flirty Minea necklace', 'Bebe SL-set (J)']",0.0012369045129807074,0.03820123326816063,0.0336892765829448,0.031583696796510755
Woody,6649,"['Woody(1)', 'Bradley.', 'Jade HW Skinny Denim TRS']","['Boujis strap', 'Palma Trousers', 'Greta Bikini (Camelia) 3p']",0.0012369045129807074,0.06301699503684764,0.04827793653180929,0.046322755301549105
Flamingo,6639,"['Femme (1)', 'Gyda!', 'Henry polo (1)']","['Fissa Thong 5pk', 'Goldie tank top', 'Vovve shorts']",0.0012350442264519351,0.01174875734297334,0.007531254707034192,0.0072300045187528245
Robin blazer,6576,"['Lucy blouse', 'Pluto RW slacks (1)', 'Jennifer']","['Jackie brief 2pk HR LS', 'Mama 40 den 2p Tights', 'Moa 2-pack']",0.0012233244213206696,0.0364963503649635,0.03543187347931873,0.02995742092457421
Lennox,6573,"['Luna skinny RW', 'Despacito', 'Lucy blouse']","['Velvet scrunchie', 'Net Tight', 'Hail top']",0.0012227663353620377,0.09782443328769207,0.06009432527004412,0.05066179826563213
Small dot 1p Tights,6547,"['Big Dot 1p Tights', 'Box 4p Tights', 'Support 40 den 1p Tights']","['Mimosa Push Melbourne Opt.2', 'Christian sunglasses', 'Pamela']",0.0012179295903872297,0.0785092408736826,0.0672063540552925,0.06201313578738354
Baby Lock Me Up Tie Tanga,6530,"['Baby Lock Me Up Push Triangle', 'Lazer Razer Brief', 'Timeless Midrise Brief']","['Push it Push Bra', 'Henry polo. (1)', 'Coco utility']",0.001214767103288317,0.325114854517611,0.1352220520673813,0.09877488514548238
CS Paula dress,6525,"['Amalia', 'Paulina top', 'Marina']","['Jenny Sock 5-pack', 'Taz Tee', 'janita']",0.0012138369600239308,0.03187739463601533,0.031724137931034485,0.029272030651340996
Control Lt 40 den 2p Tights,6515,"['Control Top 100 den 1p Tights', 'Small dot 1p Tights', 'Control Top 50 den 1p Tights']","['Lucien CONSCIOUS', 'Maria Shorts.', 'Aleksandra']",0.0012119766734951583,0.0896392939370683,0.042363775901765155,0.0385264773599386
Enter,6507,"['Enter HW leggings', 'Milk RW slack', 'Enter(1)']","['Bra Extender', 'Khloe rio', 'Class Amelie necklace']",0.0012104884442721406,0.07745504840940526,0.05363454741048102,0.04318426310127555
Bianca linen(1),6497,"['Tilly (1)', 'Claudine', 'Cat Tee.']","['Marc dress', 'Bridget Sweater TVP', 'Timeless Tanga']",0.0012086281577433683,0.060643373864860704,0.047252578112975216,0.042327227951362165
Sally Structure TVP,6491,"['Jade HW Skinny Denim TRS', 'Luna skinny RW', 'Alex sweater']","['Inga 7p Ct Thong', 'OL AKIRA PQ', 'Tiffany dress']",0.0012075119858261049,0.06716992759205054,0.040979818209828996,0.03281466646125404
Annette,6441,"['Maja Cardigan', 'Luna skinny 5 pkt', 'Lady Di']","['Lola Lace-Up', 'Beata aliceband', 'Girlfriend']",0.0011982105531822434,0.04440304300574445,0.02344356466387207,0.02313305387362211
30p pins,6440,"['4p Claw', '10p Jersey Terry', '7p Basic Shaftless']","['Lucien CONSCIOUS', 'HONEY long bralette', 'Cash Padded Balconette']",0.0011980245245293661,0.026397515527950312,0.02375776397515528,0.023447204968944098
Flora(1),6433,"['Tonia shorts', 'Ivy jumpsuit w', 'Kelso HW fancy']","['Azalea V5', 'Annette', 'POLLY BLOUSE']",0.0011967223239592254,0.05254158246541272,0.05238613399658013,0.04508005596144878
Julie (1),6417,"['Daiquiri Pull- On TRS', 'Tilly (1)', 'Nora T-shirt']","['Venice SP bralette', 'Vivian wrap Dress', 'Kalas puffer']",0.0011937458655131897,0.051581736013713575,0.049555867227676485,0.04815334268349696
Cartier (1),6392,"['Chestnut strap top', 'Mercery', 'Frille']","['Ivory ch brazilian 5pk', 'April', 'Uno Hood (1)']",0.001189095149191259,0.04411764705882353,0.04114518147684606,0.03598247809762203
BOUNTY,6386,"['Ozzy Denim Shorts', 'Chestnut strap top', 'Prima']","['Bongo LS', 'Heavy plain 2 p tights', 'carly v-neck(1)']",0.0011879789772739956,0.061697463200751645,0.06044472283119324,0.05245850297525838
Plain Jane Padded Swimsuit,6370,"['Timeless Midrise Brief', 'Simple as That Triangle Top', 'Timeless Sports Top']","['Liliana', 'Mastiff Essential blazer', 'Halter']",0.0011850025188279599,0.09215070643642072,0.054788069073783356,0.048508634222919934
Fancy Pants,6360,"['Pluto RW slacks (1)', 'Tilly (1)', 'Victorville HW Pull-on TRS']","['Tina leggings', 'Eden HW paperwaist', 'Peg fineknit']",0.0011831422322991876,0.05518867924528302,0.04245283018867924,0.03537735849056604
Chubba Chubb Highwaist brazili,6354,"['Lyon Long Top', 'Knot Bitter Top', 'Timeless Midrise Brief']","['Annelien Hoodie Dress', 'CAMILLA OL OFFER', 'Frenchy Tanga Th (Magn) 3p']",0.0011820260603819244,0.1252754170601196,0.10953729933899906,0.10607491344035254
Strap Top.,6340,"['Amanda Tank', 'Vanessa 2-pack', 'Jade HW Skinny Denim TRS']","['Hilton', 'Sade top with inner bra (1)', 'Molly longsleeve']",0.001179421659241643,0.05378548895899054,0.04952681388012618,0.04652996845425868
Becky softpant,6324,"['Waleo HW wide full', 'Frille', 'Kelso HW fancy']","['Bongo LS', 'LS Olivia Triangle Top', 'Dalila sweater']",0.0011764452007956073,0.04743833017077799,0.04680581910183428,0.04032258064516129
TAZ LONG RN T-SHIRT,6309,"['RONNY REG RN T-SHIRT', 'RONNY R-NECK', 'PETAR SWEATSHIRT']","['Stureby', 'Bonita WH tapered', 'LS Reggipetto Triangle Top']",0.0011736547710024488,0.08337295926454272,0.058804881914724993,0.05484228879378666
James basic hip belt,6305,"['Luna skinny RW', 'Austin basic leather hip belt', '7p Basic Shaftless']","['Jackie brief 2pk HR LS', 'Anthony 3pk basic short trunks', 'Dita dress']",0.00117291065639094,0.022045995241871532,0.020459952418715305,0.01697065820777161
Charlotte Push Melbourne,6304,"['Fissa Push Melbourne', 'Cornelia Thong LP', 'Charlotte Brazilian Aza.Low 2p']","['Speedy conscious tee', 'Skinny L.W Bargain (1)', 'Jen Bermuda Shorts']",0.0011727246277380627,0.05171319796954315,0.04394035532994924,0.04251269035532995
Eleven top,6303,"['Primo slacks', 'Kanta slacks RW', 'Luna skinny RW']","['Fletcher', 'Siri Cardigan', 'DAY seamless ls']",0.0011725385990851854,0.03284150404569253,0.030144375694113913,0.026812628906869744
Hazelnut Brazilian Acacia Low,6282,"['Charlotte SP Andes', 'Charlotte Brazilian Aza.Low 2p', 'Margarita Push Melbourne']","['Kendrick Padded Soft Bra', 'SPEED Panda', 'Evelyn midi dress']",0.0011686319973747636,0.08548233046800383,0.06749442852594716,0.04552690226042662
Pomelo,6266,"['Pearl Jam', 'Vecchio HW palazzo pants', 'Evelyn midi dress']","['Enter(1)', 'Ellen Wireless (Abeline) 2pk', 'Basic Endless hoop']",0.001165655538928728,0.01803383338653048,0.01787424194063198,0.017714650494733482
This is Sally Push Up Bra,6254,"['Timeless Midrise Brief', 'Lazer Razer Push Up', 'Lazer Razer Brief']","['Sunspot Seamless Crop Top', 'Peg fineknit', 'Ida Panel Jogger']",0.0011634231950942012,0.11256795650783498,0.0908218740006396,0.07451231212024305
Avignon,6239,"['Jen tee', 'Pluto RW slacks (1)', 'Mona']","['Furby Roll Neck', 'Granny Bandeau', 'Lennox']",0.0011606327653010428,0.04808462894694662,0.044077576534701075,0.04039108831543516
HM+ Cora tee,6226,"['Nora T-shirt', 'Tilly (1)', 'DIV Nicky tank top']","['GWEN HW mesh tights', 'Thelma', 'Walk Away Highwaist Brief']",0.0011582143928136387,0.031159653067780277,0.028589784773530358,0.024092515258592996
Rebecca,6226,"['Mariette Blazer', 'Isabella', 'Gyda!']","['Biarritz', 'Control Top 15 den 1p Tights', 'Jalin linen(1)']",0.0011582143928136387,0.044651461612592355,0.03742370703501446,0.034532605203983296
Fissa Thong Maple Low 2p,6226,"['Hazelnut Push Melbourne', 'Cornelia Thong LP', 'Charlotte Brazilian Aza.Low 2p']","['Orlando Push Melbourn', 'Skinny 5pkt Midprice', 'HM+ Track dress']",0.0011582143928136387,0.08866045615162223,0.0804690009637006,0.04079665917121748
Mercery,6203,"['Luna skinny RW', 'Riviera S/S', 'Tiblisi paperwaist tapered']","['Chicago dress', 'Sky HW jogger', 'Sigge Dressed Belt']",0.0011539357337974625,0.045461873287119134,0.04481702402063518,0.04368853780428825
Marais,6202,"['Jennifer', 'Milk RW slack', 'Jade HW Skinny Denim TRS']","['Ohlsson', 'Ultimate parka', 'Mariette']",0.0011537497051445852,0.04417929700096743,0.04353434376007739,0.038858432763624634
Leonora off-shoulder,6200,"['Olga off shoulder', 'Jade HW Skinny Denim TRS', 'Brit Baby Tee']","['V-Neck Strap Top Long 2-pk', 'Techno', 'COLETTE push up sport bra']",0.0011533776478388307,0.0664516129032258,0.041935483870967745,0.035483870967741936
Vichy 5pkt slim trouser,6199,"['Pluto RW slacks (1)', 'Solange 5pkt TVP RW TVP', 'Jade HW Skinny Denim TRS']","['HANNA SMALL BAG', '+ Coco Highwaist', 'Velour leggings']",0.0011531916191859534,0.025810614615260526,0.022745604129698338,0.021293757057589933
Lilly Tank (1),6183,"['Tilly (1)', 'Vanessa 2-pack', 'Vanessa rib']","['Morris', 'Granny Tie Tanga', 'Granny Push Up Bra']",0.001150215160739918,0.045932395277373445,0.038654374898916384,0.033155426168526604
Mariette,6158,"['Hayes', 'Vermont essential slacks', 'Hayes slim trouser']","['Fancy Pants', 'Pitcher RW', 'Timeles Cheeky Brief']",0.001145564444417987,0.10945112049366677,0.07810977590126665,0.05212731406300747
Peg fineknit,6156,"['Baraboom (1)', 'Jade HW Skinny Denim TRS', 'Henry polo (1)']","['Amalia', 'Walk Away Top', 'Spanx alot Swimsuit']",0.0011451923871122326,0.059616634178037684,0.05636777128005198,0.05555555555555555
DEXTER LOOSE TANK TOP,6117,"['AUDREY tanktop knot detail', 'HAVANA HW tights', 'SPEEDY CONSCIOUS TEE']","['STRONG HW seamless tights', 'Big Dot 1p Tights', 'LOLA SANDAL']",0.0011379372696500205,0.09759686120647376,0.08582638548307994,0.039888834395945726
Amalia dress,6106,"['Tilly (1)', 'PIXI TSHIRT DRESS', 'Timeless Midrise Brief']","['Evie thong 3p', 'Cayenne balconette', 'LS Carrie Bandeau']",0.001135890954468371,0.05895840157222404,0.04389125450376679,0.03930560104814936
Speedy tee (C),6082,"['Speedy Tee', 'HAVANA HW tights', 'Izzy tee']","['Teddy turtleneck', 'Boy Denim Shorts', 'Sigge Dressed Belt']",0.0011314262667993175,0.14978625452153896,0.11788885235120027,0.05935547517264058
Kelly Push (Melbourne) ctn 2p,6072,"['Liza Push Melbourne 2pk', 'Hazelnut Push Melbourne', 'OP Push Melbourne^']","['Julie Seam At Back 1p tights', 'HONEY long bralette', 'Sara tee']",0.0011295659802705452,0.046607378129117256,0.045619235836627144,0.03590250329380764
This Is Sally Tie Tanga,6057,"['Timeless Midrise Brief', 'Tulum Triangle Top', 'Lazer Razer Brief']","['STRONG HW seamless tights', 'LS Carrie Cheeky Brief', 'Westeros wrap skirt']",0.0011267755504773868,0.13174839029222388,0.09905894006934125,0.07445930328545484
Nicole Top,6053,"['Simple as That Triangle Top', 'Simple as that Cheeky Tanga', 'Timeless Highwaist']","['Bongo LS', 'Bristol', 'Suzuki shopper']",0.0011260314358658779,0.1349743928630431,0.13084420948290104,0.1291921361308442
SPEARMINT,6048,"['Prima(1)', 'ED Pamela (1)', 'Tove top.']","['Fissa Thong 5pk', 'Asta (1)', 'Phillipos']",0.0011251012926014917,0.0517526455026455,0.05042989417989418,0.03819444444444445
Uno Hood (1),6033,"['Jade HW Skinny Denim TRS', 'Becka hoodie', 'Cat Tee.']","['Hilton', 'Kim SL-set', 'Dalle (1)']",0.001122310862808333,0.03397977788828112,0.03248798276147853,0.028675617437427484
Tina Blouse,6030,"['Lucy blouse', 'Mandy', 'Despacito']","['Ohlsson', 'Pointer', 'Fancy Pants (1)']",0.0011217527768497015,0.06185737976782753,0.05456053067993367,0.046102819237147596
Holly Thong Mynta 2p,5993,"['Holly Push Bralette w. Straps', 'Chrissie Padded Soft Bra Opt.2', 'Hazelnut Push Melbourne']","['SPEED Ace', 'Sweet & Bitter Mid Tie Brief', 'Pick Up Top']",0.001114869716693244,0.16352411146337395,0.06641081261471717,0.04972467879192391
Ivory ch brazilian 5pk,5988,"['Fiona brazilian (Acacia) 4p', 'Jade HW Skinny Denim TRS', '7p Basic Shaftless']","['Biarritz', 'Rome batwing tunic', 'H2 Rosemary shirtdress']",0.0011139395734288578,0.04642618570474282,0.04074816299265197,0.03907815631262525
Buckle Roo Cheeky V-Brief,5987,"['Desert Sport Top', 'Timeless Midrise Brief', 'New Girl Push Top']","['Alexis como Balconette', 'Becca denim', 'Jade HW denim trs']",0.0011137535447759805,0.19458827459495573,0.193085017537999,0.1276098212794388
Mooncake,5973,"['Sibling HW', 'Tiblisi paperwaist tapered', 'Kelso HW fancy']","['Mira body', 'SPEEDY CONSCIOUS TEE', 'Veronica seamless bra']",0.0011111491436356993,0.04135275405993638,0.03415369161225515,0.03147497070149004
Timeless Regular V Brief Price,5966,"['Lazer Razer Brief', 'Timeless Midrise Brief', 'Tiger Cheeky Brief']","['200 den 1p Tights', 'Pep leggings', 'Hayes']",0.0011098469430655586,0.05883338920549782,0.045591686221924235,0.0434126718069058
Nicky long.,5943,"['Strap Top.', 'Strap top', 'Tess Tee.']","['GWEN HW mesh tights', 'Khloe Kim set', 'Dolly hood']",0.0011055682840493825,0.043917213528520946,0.04172976611139155,0.03903752313646307
Agnes LS R-neck,5941,"['Frugan.', 'Lee (1)', 'ESSENTIAL AGNES']","['Penny', 'Lova Linen v neck', 'Bling bling']",0.001105196226743628,0.045951859956236324,0.04191213600403972,0.041070526847332096
&DENIM Jeggings HW,5937,"['Jade HW Skinny Denim TRS', 'Luna skinny RW', '&DENIM Skinny HW Ancle Vanessa']","['Sonja top', 'BYRON ancle HW tights', 'Walkover Unpadded Swimsuit']",0.001104452112132119,0.04379316152939195,0.03570827017011959,0.033181741620346976
Evelyn midi dress,5928,"['Estelle strap dress', 'Melody dress', 'Mel maxi dress  W']","['Basic Gigi necklace', 'Common', 'Rexona mini skirt']",0.001102777854256224,0.03728070175438596,0.036605937921727394,0.033063427800269905
Gabbi tank/nina/nelia,5915,"['Cat Tee.', 'Vanessa 2-pack', 'Strap Top.']","['Grace', 'Swift Dress(1)', 'Beverly Hills brazilian cheeky']",0.00110035948176882,0.04750633981403212,0.0463229078613694,0.043279797125950974
Femme (1),5905,"['Pablo coat', 'Marita', 'Flamingo']","['Disa', 'Prima(1)', 'CSP Eva']",0.0010984991952400476,0.018628281117696866,0.017612193056731583,0.014394580863674851
B Leila Sarong,5894,"['Shake it in Balconette', 'New Girl Push Top', 'Simple as That Triangle Top']","['Amelie', 'Shaping Ultra HW ankle', 'Kahl denim skirt']",0.001096452880058398,0.07550050899219546,0.06158805564981337,0.04784526637258229
Danja Sweater,5889,"['Jade HW Skinny Denim TRS', 'Jade Denim TRS', 'Sirpa Basic TVP']","['Mona', 'MANDY RW biker', 'Lumiere Brazilian.']",0.001095522736794012,0.030565461029037188,0.02818814739344541,0.020716590253014096
Summer strap dress,5878,"['Emery(1)', 'Tilda tank', 'Ivy jumpsuit w']","['All That Jazz Push Up Bra', 'Lee Parka', 'Ophelia Push Melbourne Cradle']",0.0010934764216123623,0.03963933310649881,0.037767948281728476,0.03419530452534876
Jade Denim Petite Trs 1,5840,"['Jade Denim TRS', 'Luna skinny RW', 'Julia RW Skinny Denim TRS']","['Superwoman Superpush', 'rhea', 'Penny']",0.0010864073328030277,0.07465753424657534,0.06986301369863014,0.06472602739726027
Timeless High Rise Hipster,5835,"['Timeless Midrise Brief', 'Timeless Highwaist', 'Simple as That Triangle Top']","['Sunspot Seamless Crop Top', 'Christian sunglasses', 'Rana jumpsuit']",0.0010854771895386416,0.17514995715509854,0.1583547557840617,0.10077120822622108
Winnie top,5830,"['Jade HW Skinny Denim TRS', 'Baraboom (1)', 'Wake rib polo']","['Ohlsson', 'ROY SLIM RN T-SHIRT', 'Liza Superpush (Andes) 2pk']",0.0010845470462742554,0.04253859348198971,0.04168096054888508,0.04048027444253859
Lucien,5827,"['Pluto RW slacks (1)', 'Luna skinny RW', 'Gyda- (1)']","['Corrine', 'Zidane jumpsuit', 'Pheobe dress']",0.0010839889603156236,0.04719409644757165,0.04376179852411189,0.040329500600652136
Olga off shoulder,5822,"['Leonora off-shoulder', 'Tilda tank', 'Jade HW Skinny Denim TRS']","['V-neck strap top 2-pack', 'Jiminy', 'Melba top']",0.0010830588170512375,0.06818962555822741,0.06526966678117485,0.040364136035726556
Buckle Roo Triangle Top,5806,"['Timeless Midrise Brief', 'New Girl Push Top', 'Desert Sport Top']","['Morris', 'Freddy', '40 den 2p Tights Conscious']",0.0010800823586052017,0.3403375818119187,0.15139510850843954,0.15087840165346195
Frida push up seamless,5803,"['Alexis wireless push fargo', 'Jade HW Skinny Denim TRS', 'Khloe rio']","['Peggy polo', 'Flora(1)', 'Flirty Linnea necklace']",0.0010795242726465701,0.03722212648630019,0.02808891952438394,0.025848698948819575
Ivory Ch. braz. Low Acacia 3pk,5801,"['Fiona brazilian (Acacia) 4p', '7p Basic Shaftless', 'Luna skinny RW']","['Florida', 'GLASSIG ESPADRILLE', 'Pour It Up Push Bra']",0.0010791522153408156,0.033959662127219445,0.029650060334425098,0.02706429925874849
Pantha PU leggings,5797,"['Milk RW slack', 'Baraboom (1)', 'Cinderella fold']","['Ohlsson', 'Wendy Bodycon Dress', 'Emerald']",0.0010784081007293067,0.03432810074176298,0.026392961876832845,0.024840434707607384
Asa smock top,5792,"['Tilda tank', 'Emily', 'Jinny smock top']","['FF PI Haley dress', 'Minna highwaist leggings (1)', 'Shake it in twist brief']",0.0010774779574649206,0.040227900552486186,0.02779696132596685,0.023480662983425413
HEAVEN shaping HW tight,5790,"['HAVANA HW tights', 'Trailmix Seamless bralette', 'Apollo seamless HW tights']","['Jasba jersey  shacket', 'Ginger Top', 'Grace PU']",0.001077105900159166,0.10639032815198618,0.058894645941278065,0.04473229706390328
James basic hip belt (1),5784,"['Virgo Hip belt', 'Jade HW Skinny Denim TRS', 'Austin basic leather hip belt']","['NT Alva 2-pack(1)', 'Charlotte Unpadded Wire', 'Skirt Mini Bea (1)']",0.0010759897282419028,0.028354080221300138,0.024896265560165973,0.021784232365145227
Alba Push-Up Biker HW FS,5782,"['Tilly (1)', 'Jade HW Skinny Denim TRS', 'Timeless Midrise Brief']","['W YODA KNIT OL OFFER', 'Texas linen', 'Lexington']",0.0010756176709361483,0.016603251470079558,0.012971290210999653,0.012971290210999653
Timeles Cheeky Brief,5780,"['Simple as that Cheeky Tanga', 'Breadwinner Top', 'Simple as That Triangle Top']","['Rana jumpsuit', 'Blueberry', 'Raven']",0.0010752456136303937,0.14100346020761245,0.11955017301038062,0.10951557093425605
Cat Tee,5770,"['Anita Tank (1)', 'Cat Tee.', 'Jade Denim TRS']","['Sandrine', 'Cool Bella necklace', 'Salvador dress']",0.0010733853271016214,0.06481802426343154,0.0634315424610052,0.04367417677642981
Alcazar strap dress,5769,"['Emery(1)', 'Timeless Midrise Brief', 'Tilly (1)']","['Liliana', 'Macy', 'Ossian']",0.0010731992984487442,0.03553475472352227,0.031721268850754034,0.030854567516033975
Sun,5749,"['Marina', 'Maria', 'Florida']","['Beach straight dressed trs', 'La la land Bandeau', 'Ring Ring Triangle Top']",0.0010694787253911996,0.03722386502000348,0.023830231344581666,0.017394329448599758
Claudine (1),5743,"['Tilly', 'Tilly (1)', 'Nora T-shirt']","['Patricia', 'Skirt Torn', 'Nikki Blazer']",0.0010683625534739362,0.1199721399965175,0.08149051018631377,0.06773463346682919
Walk Away Highwaist Brief,5731,"['Love Affair Triangle Top', 'Love Affair High Rise Brief', 'Time for Tie Triangle Top']","['Nico Blouse', 'Alex sweater', 'Irma svettis']",0.0010661302096394096,0.3625894259291572,0.22038038736695167,0.1415110800907346
Lazer Razer Sport Top,5724,"['Lazer Razer High Rise Hipster', 'Simple as That Triangle Top', 'Timeless Midrise Brief']","['SF PI Carmen dress', '20 den 1p Stockings', 'James basic hip belt']",0.0010648280090692689,0.12368972746331237,0.11041229909154437,0.10307477288609364
PLOPP tights,5698,"['HAVANA tights', 'PIGALLE tights', 'DEXTER TANK']","['Frida push up seamless', 'Kahl denim skirt', 'Coral jumpsuit']",0.0010599912640944609,0.060547560547560546,0.04720954720954721,0.045454545454545456
Push it Push Bra.,5697,"['Timeless Midrise Brief', 'New Girl Push Top', 'Buckle Roo Cheeky V-Brief']","['Liliana', 'Ivory Ch. braz. Low Acacia 3pk', 'Pola seamless leggings']",0.0010598052354415836,0.2508337721607864,0.1792171318237669,0.14112690889942076
Rose thong,5696,"['Greta Thong Mynta Low 3p', 'Jade HW Skinny Denim TRS', 'Ginger Thong Maple Low 3p']","['Jinny smock top', 'Ford', 'Vickan dress']",0.0010596192067887065,0.03809691011235955,0.03441011235955056,0.031776685393258425
Heavy plain 2 p tights,5695,"['40 den 2p Tights', 'Fleece 1 p tights', 'Control Top 100 den 1p Tights']","['Hercules shirt', 'MACARON OL OFFER', 'Chestnut strap top']",0.0010594331781358293,0.05390693590869183,0.04582967515364355,0.042844600526777875
Everlacing Love Highwaist,5690,"['Timeless Highwaist', 'Simple as That Triangle Top', 'Shake it in Balconette']","['Timeless MR Tie Tanga(1)', 'Juni 2pk Push Melbourne Micro', 'Basic 7p shaftless pattern']",0.001058503034871443,0.10597539543057996,0.08646748681898067,0.08471001757469244
Lemon HW,5690,"['Gigi HW', 'Amalia', 'Tilly (1)']","['carly v-neck(1)', 'Bra Extender', 'Adhesive Lacing Bra']",0.001058503034871443,0.039191564147627415,0.027592267135325133,0.025131810193321617
Fiona,5657,"['Mercery', 'Riviera S/S', 'Marina']","['Minja 2.0', 'Tuby', 'Scary spice cheeky highwaist']",0.0010523640893264944,0.027222909669436097,0.024571327558776737,0.022803606151670496
New Girl Cheeky Tanga,5655,"['Timeless Midrise Brief', 'Simple as that Cheeky Tanga', 'Simple as That Triangle Top']","['STRONG HW seamless tights', 'Salvador dress', 'Timeless Push Up Tie back Bra']",0.0010519920320207399,0.3473032714412025,0.20159151193633953,0.17771883289124668
Papi Chulo Top,5652,"['C Antibes Triangle', 'Timeless Midrise Brief', 'Vanilla Ice Top']","['Lucien CONSCIOUS', 'MANDY RW biker', 'Bellora']",0.0010514339460621083,0.04334748761500354,0.035208775654635524,0.029900920028308565
Ginger Ch hipster ctn 3p,5650,"['Jade HW Skinny Denim TRS', 'Ginger Thong Maple Low 3p', 'Greta Thong Mynta Low 3p']","['Marakesh blazer', 'Katsu', 'Christie Dress']",0.0010510618887563537,0.04176991150442478,0.036991150442477874,0.034867256637168144
